year,normalized_cost,Bankruptcy Totals,Employment Totals,GDP,New Grads,HPI,PerCap Dispo Income,PerCap Personal Income,REVENUE,Bar Pass,month_April,month_August,month_December,month_February,month_January,month_July,month_June,month_March,month_May,month_November,month_October,month_September,office_location_Gulfport,office_location_Houston,office_location_Jackson,office_location_Mobile,office_location_New Orleans,office_location_Raleigh,office_location_Tampa,office_location_Tupelo
2014,0.07469934529896011,36503.0,16000512.0,1579299.5,334010.0,208.24,42644.0,47370.0,0.002411572,882.0208333333334,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2014,0.08390226033035432,36503.0,16000512.0,1579299.5,334010.0,208.24,42644.0,47370.0,0.002411572,882.0208333333334,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2014,0.09256435782630558,36503.0,16000512.0,1579299.5,334010.0,208.24,42644.0,47370.0,0.002411572,882.0208333333334,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2014,0.09906724249614049,36503.0,16000512.0,1579299.5,334010.0,208.24,42644.0,47370.0,0.002411572,882.0208333333334,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2014,0.109192748713694,36503.0,16000512.0,1579299.5,334010.0,208.24,42644.0,47370.0,0.002411572,882.0208333333334,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2014,0.02675696917200123,11106.0,1556753.0,104300.3,42255.0,210.98272727272777,32125.0,34896.0,0.145289823,882.0208333333334,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2014,0.03988423787011078,11106.0,1556753.0,104300.3,42255.0,210.98272727272777,32125.0,34896.0,0.145289823,882.0208333333334,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2014,0.05542654636073469,11106.0,1556753.0,104300.3,42255.0,210.98272727272777,32125.0,34896.0,0.145289823,882.0208333333334,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2014,0.0772859438241194,11106.0,1556753.0,104300.3,42255.0,210.98272727272777,32125.0,34896.0,0.145289823,882.0208333333334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2014,0.09652154431957385,11106.0,1556753.0,104300.3,42255.0,210.98272727272777,32125.0,34896.0,0.145289823,882.0208333333334,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2014,0.1131531557306576,11106.0,1556753.0,104300.3,42255.0,210.98272727272777,32125.0,34896.0,0.145289823,882.0208333333334,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2014,0.1294060819957552,11106.0,1556753.0,104300.3,42255.0,210.98272727272777,32125.0,34896.0,0.145289823,882.0208333333334,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2014,0.1454562368733226,11106.0,1556753.0,104300.3,42255.0,210.98272727272777,32125.0,34896.0,0.145289823,882.0208333333334,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2014,0.1631027358433876,11106.0,1556753.0,104300.3,42255.0,210.98272727272777,32125.0,34896.0,0.145289823,882.0208333333334,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2014,0.1821234420495589,11106.0,1556753.0,104300.3,42255.0,210.98272727272777,32125.0,34896.0,0.145289823,882.0208333333334,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2014,0.1970588963125018,11106.0,1556753.0,104300.3,42255.0,210.98272727272777,32125.0,34896.0,0.145289823,882.0208333333334,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2014,0.2127890429309983,11106.0,1556753.0,104300.3,42255.0,210.98272727272777,32125.0,34896.0,0.145289823,882.0208333333334,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2014,0.01436145544834508,25248.0,2551872.0,197406.9,67251.0,210.98272727272777,33675.0,37055.0,0.109499741,882.0208333333334,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2014,0.02356126462677621,25248.0,2551872.0,197406.9,67251.0,210.98272727272777,33675.0,37055.0,0.109499741,882.0208333333334,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2014,0.029363149422827,25248.0,2551872.0,197406.9,67251.0,210.98272727272777,33675.0,37055.0,0.109499741,882.0208333333334,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2014,0.04236371829026127,25248.0,2551872.0,197406.9,67251.0,210.98272727272777,33675.0,37055.0,0.109499741,882.0208333333334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2014,0.05605272339465962,25248.0,2551872.0,197406.9,67251.0,210.98272727272777,33675.0,37055.0,0.109499741,882.0208333333334,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2014,0.0663476314428677,25248.0,2551872.0,197406.9,67251.0,210.98272727272777,33675.0,37055.0,0.109499741,882.0208333333334,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2014,0.07659676351080351,25248.0,2551872.0,197406.9,67251.0,210.98272727272777,33675.0,37055.0,0.109499741,882.0208333333334,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2014,0.08629131918134794,25248.0,2551872.0,197406.9,67251.0,210.98272727272777,33675.0,37055.0,0.109499741,882.0208333333334,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2014,0.09705983804209124,25248.0,2551872.0,197406.9,67251.0,210.98272727272777,33675.0,37055.0,0.109499741,882.0208333333334,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2014,0.1104170159988027,25248.0,2551872.0,197406.9,67251.0,210.98272727272777,33675.0,37055.0,0.109499741,882.0208333333334,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2014,0.1198903102364197,25248.0,2551872.0,197406.9,67251.0,210.98272727272777,33675.0,37055.0,0.109499741,882.0208333333334,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2014,0.1328145435886846,25248.0,2551872.0,197406.9,67251.0,210.98272727272777,33675.0,37055.0,0.109499741,882.0208333333334,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2014,0.0753060063691232,14999.0,2684755.0,240737.3,72630.0,169.47,39055.0,43085.0,0.598885214,882.0208333333334,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014,0.1199030818115071,14999.0,2684755.0,240737.3,72630.0,169.47,39055.0,43085.0,0.598885214,882.0208333333334,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014,0.1294720024575564,14999.0,2684755.0,240737.3,72630.0,169.47,39055.0,43085.0,0.598885214,882.0208333333334,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2014,0.1799828334837197,14999.0,2684755.0,240737.3,72630.0,169.47,39055.0,43085.0,0.598885214,882.0208333333334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014,0.229622882201153,14999.0,2684755.0,240737.3,72630.0,169.47,39055.0,43085.0,0.598885214,882.0208333333334,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2014,0.2706403608411827,14999.0,2684755.0,240737.3,72630.0,169.47,39055.0,43085.0,0.598885214,882.0208333333334,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2014,0.3098326074251266,14999.0,2684755.0,240737.3,72630.0,169.47,39055.0,43085.0,0.598885214,882.0208333333334,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014,0.347964345331757,14999.0,2684755.0,240737.3,72630.0,169.47,39055.0,43085.0,0.598885214,882.0208333333334,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014,0.3915181293181625,14999.0,2684755.0,240737.3,72630.0,169.47,39055.0,43085.0,0.598885214,882.0208333333334,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2014,0.4446179866075382,14999.0,2684755.0,240737.3,72630.0,169.47,39055.0,43085.0,0.598885214,882.0208333333334,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2014,0.482510328781607,14999.0,2684755.0,240737.3,72630.0,169.47,39055.0,43085.0,0.598885214,882.0208333333334,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2014,0.5272414521821864,14999.0,2684755.0,240737.3,72630.0,169.47,39055.0,43085.0,0.598885214,882.0208333333334,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014,0.0,16719.0,5568662.0,483191.3,139459.0,158.15,35986.0,40293.0,0.0,882.0208333333334,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014,0.002194380538596731,16719.0,5568662.0,483191.3,139459.0,158.15,35986.0,40293.0,0.0,882.0208333333334,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014,0.003482750253355135,16719.0,5568662.0,483191.3,139459.0,158.15,35986.0,40293.0,0.0,882.0208333333334,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2014,0.005582389941673281,16719.0,5568662.0,483191.3,139459.0,158.15,35986.0,40293.0,0.0,882.0208333333334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014,0.00695429238868305,16719.0,5568662.0,483191.3,139459.0,158.15,35986.0,40293.0,0.0,882.0208333333334,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2014,0.008309371319768168,16719.0,5568662.0,483191.3,139459.0,158.15,35986.0,40293.0,0.0,882.0208333333334,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2014,0.009809870315930962,16719.0,5568662.0,483191.3,139459.0,158.15,35986.0,40293.0,0.0,882.0208333333334,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014,0.01126070397922518,16719.0,5568662.0,483191.3,139459.0,158.15,35986.0,40293.0,0.0,882.0208333333334,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014,0.01267527811324908,16719.0,5568662.0,483191.3,139459.0,158.15,35986.0,40293.0,0.0,882.0208333333334,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2014,0.01417661356544614,16719.0,5568662.0,483191.3,139459.0,158.15,35986.0,40293.0,0.0,882.0208333333334,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2014,0.01538141527571081,16719.0,5568662.0,483191.3,139459.0,158.15,35986.0,40293.0,0.0,882.0208333333334,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2014,0.0172543031546263,16719.0,5568662.0,483191.3,139459.0,158.15,35986.0,40293.0,0.0,882.0208333333334,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014,0.07952281974542413,68597.0,10937166.0,851692.4,319363.0,210.98272727272777,38937.0,43516.0,0.290035546,882.0208333333334,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,0.05062427624270247,68597.0,10937166.0,851692.4,319363.0,210.98272727272777,38937.0,43516.0,0.290035546,882.0208333333334,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,0.06341542204954037,68597.0,10937166.0,851692.4,319363.0,210.98272727272777,38937.0,43516.0,0.290035546,882.0208333333334,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2014,0.08904107097543756,68597.0,10937166.0,851692.4,319363.0,210.98272727272777,38937.0,43516.0,0.290035546,882.0208333333334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,0.1138912008649024,68597.0,10937166.0,851692.4,319363.0,210.98272727272777,38937.0,43516.0,0.290035546,882.0208333333334,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2014,0.1344884147262931,68597.0,10937166.0,851692.4,319363.0,210.98272727272777,38937.0,43516.0,0.290035546,882.0208333333334,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,0.1544877412358754,68597.0,10937166.0,851692.4,319363.0,210.98272727272777,38937.0,43516.0,0.290035546,882.0208333333334,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,0.1740188569452723,68597.0,10937166.0,851692.4,319363.0,210.98272727272777,38937.0,43516.0,0.290035546,882.0208333333334,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,0.1952889523206509,68597.0,10937166.0,851692.4,319363.0,210.98272727272777,38937.0,43516.0,0.290035546,882.0208333333334,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2014,0.221836730870221,68597.0,10937166.0,851692.4,319363.0,210.98272727272777,38937.0,43516.0,0.290035546,882.0208333333334,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2014,0.2428820933521669,68597.0,10937166.0,851692.4,319363.0,210.98272727272777,38937.0,43516.0,0.290035546,882.0208333333334,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2014,0.2679517916069235,68597.0,10937166.0,851692.4,319363.0,210.98272727272777,38937.0,43516.0,0.290035546,882.0208333333334,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,0.004541465665207572,11106.0,1556753.0,104300.3,42255.0,210.98272727272777,32125.0,34896.0,0.055957092,882.0208333333334,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014,0.01155343302194306,11106.0,1556753.0,104300.3,42255.0,210.98272727272777,32125.0,34896.0,0.055957092,882.0208333333334,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014,0.01528555976566625,11106.0,1556753.0,104300.3,42255.0,210.98272727272777,32125.0,34896.0,0.055957092,882.0208333333334,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2014,0.02225438504697992,11106.0,1556753.0,104300.3,42255.0,210.98272727272777,32125.0,34896.0,0.055957092,882.0208333333334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014,0.02869901744051331,11106.0,1556753.0,104300.3,42255.0,210.98272727272777,32125.0,34896.0,0.055957092,882.0208333333334,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2014,0.03333450662346497,11106.0,1556753.0,104300.3,42255.0,210.98272727272777,32125.0,34896.0,0.055957092,882.0208333333334,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2014,0.03827744916274661,11106.0,1556753.0,104300.3,42255.0,210.98272727272777,32125.0,34896.0,0.055957092,882.0208333333334,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014,0.04323402862279581,11106.0,1556753.0,104300.3,42255.0,210.98272727272777,32125.0,34896.0,0.055957092,882.0208333333334,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014,0.04867516068090159,11106.0,1556753.0,104300.3,42255.0,210.98272727272777,32125.0,34896.0,0.055957092,882.0208333333334,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2014,0.056555976999715,11106.0,1556753.0,104300.3,42255.0,210.98272727272777,32125.0,34896.0,0.055957092,882.0208333333334,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2014,0.06137771370036969,11106.0,1556753.0,104300.3,42255.0,210.98272727272777,32125.0,34896.0,0.055957092,882.0208333333334,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2014,0.0672546507738187,11106.0,1556753.0,104300.3,42255.0,210.98272727272777,32125.0,34896.0,0.055957092,882.0208333333334,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015,0.003633603615316543,10977.0,1568218.0,105914.6,43488.0,174.21,32600.0,35533.0,0.005417226,882.0208333333334,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2015,0.006059864240493715,10977.0,1568218.0,105914.6,43488.0,174.21,32600.0,35533.0,0.005417226,882.0208333333334,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2015,0.009501664821022368,10977.0,1568218.0,105914.6,43488.0,174.21,32600.0,35533.0,0.005417226,882.0208333333334,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2015,0.0125425533680297,10977.0,1568218.0,105914.6,43488.0,174.21,32600.0,35533.0,0.005417226,882.0208333333334,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2015,0.0157565866345004,10977.0,1568218.0,105914.6,43488.0,174.21,32600.0,35533.0,0.005417226,882.0208333333334,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2015,0.01866491940712579,10977.0,1568218.0,105914.6,43488.0,174.21,32600.0,35533.0,0.005417226,882.0208333333334,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2015,0.02152120983367036,10977.0,1568218.0,105914.6,43488.0,174.21,32600.0,35533.0,0.005417226,882.0208333333334,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2015,0.02406969518923922,10977.0,1568218.0,105914.6,43488.0,174.21,32600.0,35533.0,0.005417226,882.0208333333334,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2015,0.02695508555169733,10977.0,1568218.0,105914.6,43488.0,174.21,32600.0,35533.0,0.005417226,882.0208333333334,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2015,0.03001506175666581,10977.0,1568218.0,105914.6,43488.0,174.21,32600.0,35533.0,0.005417226,882.0208333333334,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2015,0.03389333853292149,10977.0,1568218.0,105914.6,43488.0,174.21,32600.0,35533.0,0.005417226,882.0208333333334,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2015,0.03786200294979608,10977.0,1568218.0,105914.6,43488.0,174.21,32600.0,35533.0,0.005417226,882.0208333333334,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2015,0.01187484634749823,34093.0,16414591.0,1573498.4,350579.0,229.64,42685.0,47465.0,0.004803579,882.0208333333334,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015,0.01812829893260341,34093.0,16414591.0,1573498.4,350579.0,229.64,42685.0,47465.0,0.004803579,882.0208333333334,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015,0.02672541118506647,34093.0,16414591.0,1573498.4,350579.0,229.64,42685.0,47465.0,0.004803579,882.0208333333334,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2015,0.03433267278806198,34093.0,16414591.0,1573498.4,350579.0,229.64,42685.0,47465.0,0.004803579,882.0208333333334,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015,0.04320335688857531,34093.0,16414591.0,1573498.4,350579.0,229.64,42685.0,47465.0,0.004803579,882.0208333333334,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2015,0.05130163531591956,34093.0,16414591.0,1573498.4,350579.0,229.64,42685.0,47465.0,0.004803579,882.0208333333334,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2015,0.05865650118150269,34093.0,16414591.0,1573498.4,350579.0,229.64,42685.0,47465.0,0.004803579,882.0208333333334,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015,0.06601391235928328,34093.0,16414591.0,1573498.4,350579.0,229.64,42685.0,47465.0,0.004803579,882.0208333333334,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015,0.07248187448579821,34093.0,16414591.0,1573498.4,350579.0,229.64,42685.0,47465.0,0.004803579,882.0208333333334,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2015,0.08150610268863129,34093.0,16414591.0,1573498.4,350579.0,229.64,42685.0,47465.0,0.004803579,882.0208333333334,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2015,0.08968999793386373,34093.0,16414591.0,1573498.4,350579.0,229.64,42685.0,47465.0,0.004803579,882.0208333333334,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2015,0.09923297567765843,34093.0,16414591.0,1573498.4,350579.0,229.64,42685.0,47465.0,0.004803579,882.0208333333334,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015,0.02206396499160123,10977.0,1568218.0,105914.6,43488.0,210.98272727272777,32600.0,35533.0,0.096926688,882.0208333333334,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2015,0.03681645810141662,10977.0,1568218.0,105914.6,43488.0,210.98272727272777,32600.0,35533.0,0.096926688,882.0208333333334,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2015,0.05176597859870639,10977.0,1568218.0,105914.6,43488.0,210.98272727272777,32600.0,35533.0,0.096926688,882.0208333333334,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2015,0.06823580866312608,10977.0,1568218.0,105914.6,43488.0,210.98272727272777,32600.0,35533.0,0.096926688,882.0208333333334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2015,0.08528414347826133,10977.0,1568218.0,105914.6,43488.0,210.98272727272777,32600.0,35533.0,0.096926688,882.0208333333334,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2015,0.1005664414582259,10977.0,1568218.0,105914.6,43488.0,210.98272727272777,32600.0,35533.0,0.096926688,882.0208333333334,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2015,0.1153975980518482,10977.0,1568218.0,105914.6,43488.0,210.98272727272777,32600.0,35533.0,0.096926688,882.0208333333334,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2015,0.1313208827045839,10977.0,1568218.0,105914.6,43488.0,210.98272727272777,32600.0,35533.0,0.096926688,882.0208333333334,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2015,0.1487020124705524,10977.0,1568218.0,105914.6,43488.0,210.98272727272777,32600.0,35533.0,0.096926688,882.0208333333334,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2015,0.1661339298985504,10977.0,1568218.0,105914.6,43488.0,210.98272727272777,32600.0,35533.0,0.096926688,882.0208333333334,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2015,0.1825611252278286,10977.0,1568218.0,105914.6,43488.0,210.98272727272777,32600.0,35533.0,0.096926688,882.0208333333334,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2015,0.1993306040770749,10977.0,1568218.0,105914.6,43488.0,210.98272727272777,32600.0,35533.0,0.096926688,882.0208333333334,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
